country,name,state-province,alpha_two_code,web_pages,domains
Spain,Universidad de Sevilla,,ES,['http://www.us.es/'],['us.es']
Spain,Universidad de Valladolid,,ES,['http://www.uva.es/'],['uva.es']
Spain,Universidad de Valencia,,ES,['http://www.uv.es/'],['uv.es']
Spain,Universitat de Vic,,ES,['http://www.uvic.es/'],['uvic.es']
Spain,Universidad de Vigo,,ES,['http://www.uvigo.es/'],['uvigo.es']
Spain,Centro Universitario Villanueva,,ES,['http://www.villanueva.edu/'],['villanueva.edu']
Sri Lanka,Arthur C Clarke Institute of Modern Technologies,,LK,['http://www.accimt.ac.lk/'],['accimt.ac.lk']
Sri Lanka,Buddhasravaka Bhikshu University,,LK,['http://www.bbu.ac.lk/'],['bbu.ac.lk']
Sri Lanka,Buddhist and Pali University of Sri Lanka,,LK,['http://www.bpu.ac.lk/'],['bpu.ac.lk']
Sri Lanka,University of Colombo,,LK,['http://www.cmb.ac.lk/'],['cmb.ac.lk']
Sri Lanka,Eastern University of Sri Lanka,,LK,['http://www.esn.ac.lk/'],['esn.ac.lk']
Sri Lanka,University of Jaffna,,LK,['http://www.jfn.ac.lk/'],['jfn.ac.lk']
Sri Lanka,Kotelawala Defence University,,LK,['http://www.kdu.ac.lk/'],['kdu.ac.lk']
Sri Lanka,University of Kelaniya,,LK,['http://www.kln.ac.lk/'],['kln.ac.lk']
Sri Lanka,University of Moratuwa,,LK,['http://www.mrt.ac.lk/'],['mrt.ac.lk']
Sri Lanka,Open University of Sri Lanka,,LK,['http://www.ou.ac.lk/'],['ou.ac.lk']
Sri Lanka,University of Peradeniya,,LK,['http://www.pdn.ac.lk/'],['pdn.ac.lk']
Sri Lanka,Postgraduate Institute of Agriculture (PGIA),,LK,['http://www.pgia.ac.lk/'],['pgia.ac.lk']
Sri Lanka,Rajarata University of Sri Lanka,,LK,['http://www.rjt.ac.lk/'],['rjt.ac.lk']
Sri Lanka,University of Ruhuna,,LK,['http://www.ruh.ac.lk/'],['ruh.ac.lk']
Sri Lanka,Sabaragamuwa University of Sri Lanka,,LK,['http://www.sab.ac.lk/'],['sab.ac.lk']
Sri Lanka,South Asian Institute of Technology And Medicine (SAITM),,LK,['http://www.saitm.edu.lk/'],['saitm.edu.lk']
Sri Lanka,South Eastern University of Sri Lanka,,LK,['http://www.seu.ac.lk/'],['seu.ac.lk']
Sri Lanka,University of Sri Jayawardenapura,,LK,['http://www.sjp.ac.lk/'],['sjp.ac.lk']
Sri Lanka,Sri Lanka Institute of Advanced Technical Education,,LK,['http://www.sliate.net/'],['sliate.net']
Sri Lanka,Sri Lanka Institute of Information Technology (SLIT),,LK,['http://www.sliit.lk/'],['sliit.lk']
Sri Lanka,Uva Wellassa University,,LK,['http://www.uwu.ac.lk/'],['uwu.ac.lk']
Sri Lanka,University of the Visual & Performing Arts,,LK,['http://www.vpa.ac.lk/'],['vpa.ac.lk']
Sri Lanka,Wayamba University of Sri Lanka,,LK,['http://www.wyb.ac.lk/'],['wyb.ac.lk']
Sri Lanka,National School of Business Management,,LK,['http://www.nsbm.lk/'],['nsbm.lk']
Sri Lanka,National Institute of Business Management,,LK,['https://www.nibm.lk/'],['nibm.lk']
Sri Lanka,Informatics Institute of Technology,,LK,['https://www.iit.ac.lk/'],['iit.ac.lk']
Sudan,Al-Zaiem Al-Azhari University,,SD,['http://www.aau.edu.sd/'],['aau.edu.sd']
Sudan,Ahfad University for Women,,SD,['http://www.ahfad.edu.sd/'],['ahfad.edu.sd']
Sudan,Bakht Er-Ruda University,,SD,['http://www.bakhtalruda.edu.sd/'],['bakhtalruda.edu.sd']
Sudan,Bayan College for Science & Technology,,SD,['http://www.bayantech.edu/'],['bayantech.edu']
Sudan,Blue Nile University,,SD,['http://www.bnu.edu.sd/'],['bnu.edu.sd']
Sudan,Canadian Sudanese College,,SD,['http://www.ccs.edu.sd/'],['ccs.edu.sd']
Sudan,Dalanj University,,SD,['http://www.dalanjuniversity.edu.sd/'],['dalanjuniversity.edu.sd']
Sudan,University of El Imam El Mahdi University,,SD,['http://www.elmahdi.edu.sd/'],['elmahdi.edu.sd']
Sudan,Elrazi College Of Medical & Technological Sciences,,SD,['http://www.elrazicollege.net/'],['elrazicollege.net']
Sudan,Al Fashir University,,SD,['http://www.fashir.edu.sd/'],['fashir.edu.sd']
Sudan,University of Gadarif,,SD,['http://www.gaduniv.edu.sd/'],['gaduniv.edu.sd']
Sudan,Gezira College of Technology,,SD,['http://www.geziracollege.edu.sd/'],['geziracollege.edu.sd']
Sudan,High Institute for Banking & Financial Studies,,SD,['http://www.hibfs.edu.sd/'],['hibfs.edu.sd']
Sudan,International University of Africa (IUA),,SD,['http://www.iua.edu.sd/'],['iua.edu.sd']
Sudan,Kassala University,,SD,['http://www.kassalauni.edu.sd/'],['kassalauni.edu.sd']
Sudan,University of Kordofan,,SD,['http://www.kordofan.edu.sd/'],['kordofan.edu.sd']
Sudan,National College for Medical and Technical Studies,,SD,['http://www.nc.edu.sd/'],['nc.edu.sd']
Sudan,Neelain University,,SD,['http://www.neelain.edu.sd/'],['neelain.edu.sd']
Sudan,Nile Valley University,,SD,['http://www.nilevalley.edu.sd/'],['nilevalley.edu.sd']
Sudan,Omdurman Ahlia University,,SD,['http://www.oau.edu.sd/'],['oau.edu.sd']
Sudan,Omdurman Islamic University,,SD,['http://www.oiu.edu.sd/'],['oiu.edu.sd']
Sudan,Open University of Sudan (OUS),,SD,['http://www.ous.edu.sd/'],['ous.edu.sd']
Sudan,University of Holy Quran and Islamic Siences,,SD,['http://www.quran-unv.edu.sd/'],['quran-unv.edu.sd']
Sudan,National Ribat University,,SD,['http://www.ribat.edu.sd/'],['ribat.edu.sd']
Sudan,Red Sea University,,SD,['http://www.rsu.edu.sd/'],['rsu.edu.sd']
Sudan,Sudan Academy of Sciences,,SD,['http://www.sas-sd.net/'],['sas-sd.net']
Sudan,Sinnar University,,SD,['http://www.sinnaruniv.edu.sd/'],['sinnaruniv.edu.sd']
Sudan,Sudan University for Science and Technology,,SD,['http://www.sustech.edu/'],['sustech.edu']
Sudan,University Of Medical Sciences & Technology (UMST),,SD,['http://www.umst-edu.com/'],['umst-edu.com']
Sudan,Upper Nile University,,SD,['http://www.unu.edu.sd/'],['unu.edu.sd']
Sudan,University of Dongola,,SD,['http://www.uofd.edu.sd/'],['uofd.edu.sd']
Sudan,University of Gezira,,SD,['http://www.uofg.edu.sd/'],['uofg.edu.sd']
Sudan,University of Khartoum,,SD,['http://www.uofk.edu/'],['uofk.edu']
Sudan,Shendi University,,SD,['http://www.ush.sd/'],['ush.sd']
Sudan,University of Science and Technology,,SD,['http://www.ust.edu.sd/'],['ust.edu.sd']
Suriname,Anton de Kom University,,SR,['http://www.uvs.edu/'],['uvs.edu']
Swaziland,University of Swaziland,,SZ,['http://www.uniswa.sz/'],['uniswa.sz']
Sweden,Blekinge Institute of Technology,,SE,['http://www.bth.se/'],['bth.se']
Sweden,Chalmers University of Technology,,SE,['http://www.chalmers.se/'],['chalmers.se']
Sweden,Dalarna University College,,SE,['http://www.du.se/'],['du.se']
Sweden,Göteborg University,,SE,['http://www.gu.se/'],['gu.se']
Sweden,University College of Borås,,SE,['http://www.hb.se/'],['hb.se']
Sweden,School of Design and Crafts,,SE,['http://www.hdk.gu.se/'],['hdk.gu.se']
Sweden,Gotland University College,,SE,['http://www.hgo.se/'],['hgo.se']
Sweden,Halmstad University College,,SE,['http://www.hh.se/'],['hh.se']
Sweden,Stockholm School of Economics,,SE,['http://www.hhs.se/'],['hhs.se']
Sweden,University College of Gävle,,SE,['http://www.hig.se/'],['hig.se']
Sweden,Kalmar University College,,SE,['http://www.hik.se/'],['hik.se']
Sweden,University College of Skövde,,SE,['http://www.his.se/'],['his.se']
Sweden,Jönköping University College,,SE,['http://www.hj.se/'],['hj.se']
Sweden,University College of Kristianstad,,SE,['http://www.hkr.se/'],['hkr.se']
Sweden,University College of Trollhättan/Uddevalla,,SE,['http://www.htu.se/'],['htu.se']
Sweden,Karlstad University,,SE,['http://www.kau.se/'],['kau.se']
Sweden,Karolinska Institute Stockholm,,SE,['http://www.ki.se/'],['ki.se']
Sweden,"University College of Arts, Crafts and Design",,SE,['http://www.konstfack.se/'],['konstfack.se']
Sweden,KTH Royal Institute of Technology,,SE,['http://www.kth.se/'],['kth.se']
Sweden,Stockholm Institute of Education,,SE,['http://www.lhs.se/'],['lhs.se']
Sweden,Linköping University,,SE,['http://www.liu.se/'],['liu.se']
Sweden,Lund University,,SE,['http://www.lu.se/'],['lu.se']
Sweden,Lulea University of Technology,,SE,['http://www.luth.se/'],['luth.se']
Sweden,Malmö University College,,SE,['http://www.mah.se/'],['mah.se']
Sweden,Mälardalen University,,SE,['http://www.mdh.se/'],['mdh.se']
Sweden,Mid-Sweden University,,SE,['http://www.miun.se/'],['miun.se']
Sweden,Nordic School of Public Health,,SE,['http://www.nhv.se/'],['nhv.se']
Sweden,Örebro University,,SE,['http://www.oru.se/'],['oru.se']
Sweden,Södertörn University College,,SE,['http://www.sh.se/'],['sh.se']
Sweden,Swedish University of Agricultural Sciences,,SE,['http://www.slu.se/'],['slu.se']
Sweden,Free University Stockholm,,SE,['http://www.stockholm-fu.com/'],['stockholm-fu.com']
Sweden,Stockholm University,,SE,['http://www.su.se/'],['su.se']
Sweden,Umea University,,SE,['http://www.umu.se/'],['umu.se']
Sweden,Uppsala University,,SE,['http://www.uu.se/'],['uu.se']
Sweden,Växjö University,,SE,['http://www.vxu.se/'],['vxu.se']
Sweden,World Maritime University,,SE,['http://www.wmu.se/'],['wmu.se']
Switzerland,"Schiller International University, American College of Switzerland",,CH,['http://www.american-college.com/'],['american-college.com']
Switzerland,Business and Hotel Management School,,CH,['http://www.bhms.ch/'],['bhms.ch']
Switzerland,Business School Lausanne (BSL),,CH,['http://www.bsl-lausanne.ch/'],['bsl-lausanne.ch']
Switzerland,Cubidor University Switzerland,,CH,['http://www.cubidor.com/'],['cubidor.com']
Switzerland,DCT International Hotel & Business Management School,,CH,['http://www.dct.ch/'],['dct.ch']
Switzerland,"European Graduate School, Media & Communications",,CH,['http://www.egs.edu/'],['egs.edu']
Switzerland,Lausanne Hotel School (EHL),,CH,['http://www.ehl.ch/'],['ehl.ch']
Switzerland,European University,,CH,['http://www.euruni.edu/'],['euruni.edu']
Switzerland,Franklin College Switzerland,,CH,['http://www.fc.edu/'],['fc.edu']
Switzerland,University of Applied Sciences Aargau,,CH,['http://www.fh-aargau.ch/'],['fh-aargau.ch']
Switzerland,University of Applied Sciences Basel (FHBB ),,CH,['http://www.fhbb.ch/'],['fhbb.ch']
Switzerland,University of Applied Sciences Chur,,CH,['http://www.fh-htachur.ch/'],['fh-htachur.ch']
Switzerland,University of Applied Sciences Solothurn Northwestern Switzerland,,CH,['http://www.fhso.ch/'],['fhso.ch']
Switzerland,Geneva Business School,,CH,['http://www.gbs-ge.ch/'],['gbs-ge.ch']
Switzerland,Glion Institute of Higher Education,,CH,['http://www.glion.edu/'],['glion.edu']
Switzerland,Graduate School of Business Administration Zurich (GSBA Zurich),,CH,['http://www.gsba.ch/'],['gsba.ch']
Switzerland,Hochschule für Gestaltung und Kunst Zürich,,CH,['http://www.hgkz.ch/'],['hgkz.ch']
Switzerland,International Culinary Institute (ICI),,CH,['http://www.ici-luzern.com/'],['ici-luzern.com']
Switzerland,International Hotel Management Institute,,CH,['http://www.imi-luzern.com/'],['imi-luzern.com']
Switzerland,International School of Business Management,,CH,['http://www.isbm-school.com/'],['isbm-school.com']
Switzerland,International University in Geneva,,CH,['http://www.iun.ch/'],['iun.ch']
Switzerland,Les Roches International School of Hotel Management,,CH,['http://www.lesroches.edu/'],['lesroches.edu']
Switzerland,Les Roches Gruyère University of Applied Sciences,,CH,['http://www.lrguas.ch/'],['lrguas.ch']
Switzerland,Fachhochschule Pur,,CH,['http://www.phw.info/'],['phw.info']
Switzerland,Swiss Business School Zurich (SBS),,CH,['http://www.sbs.edu/'],['sbs.edu']
Switzerland,Swiss Management Center,,CH,['http://www.swissmc.ch/'],['swissmc.ch']
Switzerland,University of Switzerland,,CH,['http://www.swissu.org/'],['swissu.org']
Switzerland,"University Center ""César Ritz""",,CH,['http://www.uccr.edu/'],['uccr.edu']
Switzerland,Libera Università degli Studi di Scienze Umane e Tecnologiche,,CH,['http://www.uniludes.ch/'],['uniludes.ch']
Switzerland,Victoria University,,CH,['http://www.victoria-uni.ch/'],['victoria-uni.ch']
Switzerland,Webster University Geneva,,CH,['http://www.webster.ch/'],['webster.ch']
Switzerland,Zurich University of Applied Sciences Winterthur,,CH,['http://www.zhwin.ch/'],['zhwin.ch']
Switzerland,EPFL - EPF Lausanne,,CH,"['http://www.epfl.ch/', 'http://www.epfl.edu/']","['epfl.ch', 'epfl.edu']"
Switzerland,ETHZ - ETH Zurich,,CH,"['http://www.ethz.ch/', 'http://www.eth.edu/']","['ethz.ch', 'eth.edu']"
Switzerland,Universita della Svizzera Italiana,,CH,['http://www.usi.ch/'],['usi.ch']
Switzerland,University of Basel,,CH,['http://www.unibas.ch/'],['unibas.ch']
Switzerland,University of Fribourg,,CH,['http://www.unifr.ch/'],['unifr.ch']
Switzerland,University of Geneva,,CH,['http://www.unige.ch/'],['unige.ch']
Switzerland,Universität Zürich,,CH,['https://www.uzh.ch/'],"['uzh.ch', 'unizh.ch']"
Switzerland,Universität Bern,,CH,['http://www.unibe.ch/'],['unibe.ch']
Switzerland,Universität Luzern,,CH,['http://www.unilu.ch/'],['unilu.ch']
Switzerland,Universität St. Gallen (HSG),,CH,['http://www.unisg.ch/'],"['unisg.ch', 'student.unisg.ch']"
Switzerland,Université de Lausanne,,CH,['http://www.unil.ch/'],['unil.ch']
Switzerland,Université de Neuchâtel,,CH,['http://www.unine.ch/'],['unine.ch']
Switzerland,BFH - Bern University of Applied Sciences,,CH,['http://www.bfh.ch/'],['bfh.ch']
Switzerland,FFHS - Fernfachhochschule Schweiz,,CH,['http://www.ffhs.ch/'],['ffhs.ch']
Switzerland,FHNW - Fachhochschule Nordwestschweiz,,CH,['http://www.fhnw.ch/'],['fhnw.ch']
Switzerland,FHS St.Gallen,,CH,['http://www.fhsg.ch/'],['fhsg.ch']
Switzerland,HEP Vaud - Haute école pédagogique du canton de Vaud,,CH,['http://www.hepl.ch/'],['hepl.ch']
Switzerland,HEP-BEJUNE - Haute Ecole Pédagogique BEJUNE,,CH,['http://www.hep-bejune.ch/'],['hep-bejune.ch']
Switzerland,HEP-PH FR - University of Teacher Education Fribourg,,CH,['http://www.edufr.ch/'],['edufr.ch']
Switzerland,HEPVS - Haute école pédagogique du Valais,,CH,['http://www.hepvs.ch/'],['hepvs.ch']
Switzerland,HES-SO : UAS Western Switzerland,,CH,['http://www.hes-so.ch/'],['hes-so.ch']
Switzerland,HfH – University of Applied Sciences of Special Needs Education,,CH,['http://www.hfh.ch/'],['hfh.ch']
Switzerland,Hochschule Luzern,,CH,['https://www.hslu.ch/'],['hslu.ch']
Switzerland,HSR - Hochschule für Technik Rapperswil,,CH,['http://www.hsr.ch/'],['hsr.ch']
Switzerland,HTW Chur - University of Applied Sciences HTW Chur,,CH,['http://www.fh-htwchur.ch/'],['fh-htwchur.ch']
Switzerland,HWZ - University of Applied Sciences in Business Administration Zurich,,CH,['http://www.fh-hwz.ch/'],['fh-hwz.ch']
Switzerland,NTB - Hochschule für Technik Buchs,,CH,['http://www.ntb.ch/'],['ntb.ch']
Switzerland,PH Zug - Pädagogische Hochschule Zug,,CH,['http://www.phzg.ch/'],['phzg.ch']
Switzerland,PH Zürich - Pädagogische Hochschule Zürich,,CH,['http://www.phzh.ch/'],['phzh.ch']
Switzerland,PHBern - University of Teacher Education Bern,,CH,['http://www.phbern.ch/'],['phbern.ch']
Switzerland,PHGR - University of Teacher Education Graubünden,,CH,['http://www.ph-gr.ch/'],['ph-gr.ch']
Switzerland,PHLU - University of Teacher Education Lucerne,,CH,['http://www.phlu.ch/'],['phlu.ch']
Switzerland,PHSG - Pädagogische Hochschule St.Gallen,,CH,['http://www.phsg.ch/'],['phsg.ch']
Switzerland,PHSZ - University of Teacher Education Schwyz,,CH,['http://www.phsz.ch/'],['phsz.ch']
Switzerland,PHTG - Pädagogische Hochschule Thurgau,,CH,['http://www.phtg.ch/'],['phtg.ch']
Switzerland,SUPSI - University of Applied Sciences Southern Switzerland,,CH,['http://www.supsi.ch/'],['supsi.ch']
Switzerland,ZHAW - Zürcher Hochschule für Angewandte Wissenschaften,,CH,['http://www.zhaw.ch/'],['zhaw.ch']
Switzerland,ZHdK - Zurich University of the Arts,,CH,['http://www.zhdk.ch/'],['zhdk.ch']
Switzerland,CHUV - University Hospital Lausanne,,CH,['http://www.chuv.ch/'],['chuv.ch']
Switzerland,HUG - Univ. Hospitals of Geneva,,CH,['http://www.hcuge.ch/'],['hcuge.ch']
Switzerland,Insel Gruppe,,CH,['http://www.insel.ch/'],['insel.ch']
Switzerland,University Hospital Zurich,,CH,['http://www.unispital.ch/'],['unispital.ch']
Switzerland,Institut Le Rosey,,CH,['http://www.rosey.ch/'],['rosey.ch']
Syrian Arab Republic,Arab European University,,SY,['http://www.aiu.edu.sy/'],['aiu.edu.sy']
Syrian Arab Republic,Al-Baath University,,SY,['http://www.albaath-univ.edu.sy/'],['albaath-univ.edu.sy']
Syrian Arab Republic,University of Aleppo,,SY,['http://www.alepuniv.edu.sy/'],['alepuniv.edu.sy']
Syrian Arab Republic,Damascus University,,SY,['http://www.damascusuniversity.edu.sy/'],['damascusuniversity.edu.sy']
Syrian Arab Republic,Higher Institute of Business Administration,,SY,['http://www.hiba.edu.sy/'],['hiba.edu.sy']
Syrian Arab Republic,Ittihad Private University,,SY,['http://www.ipu.edu.sy/'],['ipu.edu.sy']
Syrian Arab Republic,International University for Science & Technology,,SY,['http://www.iust.edu.sy/'],['iust.edu.sy']
Syrian Arab Republic,Mamoun Private University for Science and Technology,,SY,['http://www.must.edu.sy/'],['must.edu.sy']
Syrian Arab Republic,Syrian International Private University for Science & Technology,,SY,['http://www.siust.edu.sy/'],['siust.edu.sy']
Syrian Arab Republic,Syrian Virtual University,,SY,['http://www.svuonline.org/'],['svuonline.org']
Syrian Arab Republic,Tishreen University,,SY,['http://www.tishreen.edu.sy/'],['tishreen.edu.sy']
Syrian Arab Republic,University of Kalamoon,,SY,['http://www.uok.edu.sy/'],['uok.edu.sy']
Syrian Arab Republic,Wadi International University,,SY,['http://www.wiu.edu.sy/'],['wiu.edu.sy']
Syrian Arab Republic,Al-Wataniya Private University,,SY,['http://www.wpu.edu.sy/'],['wpu.edu.sy']
Syrian Arab Republic,Yarmouk Private University,,SY,['http://www.ypu.edu.sy/'],['ypu.edu.sy']
"Taiwan, Province of China",Aletheia University,,TW,['http://www.au.edu.tw/'],['au.edu.tw']
"Taiwan, Province of China",National Chung Cheng University,,TW,['http://www.ccu.edu.tw/'],['ccu.edu.tw']
"Taiwan, Province of China",Chang Gung University,,TW,['http://www.cgu.edu.tw/'],['cgu.edu.tw']
"Taiwan, Province of China",Chia Nana College of Pharmacy and Science,,TW,['http://www.chna.edu.tw/'],['chna.edu.tw']
"Taiwan, Province of China",Chung Hua University,,TW,['http://www.chu.edu.tw/'],['chu.edu.tw']
"Taiwan, Province of China",Chang Jung University,,TW,['http://www.cju.edu.tw/'],['cju.edu.tw']
"Taiwan, Province of China",Ching Kuo Institue of Management & Health,,TW,['http://www.cku.edu.tw/'],['cku.edu.tw']
"Taiwan, Province of China",China Medical College,,TW,['http://www.cmc.edu.tw/'],['cmc.edu.tw']
"Taiwan, Province of China",Central Police University,,TW,['http://www.cpu.edu.tw/'],['cpu.edu.tw']
"Taiwan, Province of China",Chung Shan Medical and Dental College,,TW,['http://www.csmc.edu.tw/'],['csmc.edu.tw']
"Taiwan, Province of China",Chung Yuan Christian University,,TW,['http://www.cycu.edu.tw/'],['cycu.edu.tw']
"Taiwan, Province of China",Chao Yang University of Science and Technology,,TW,['http://www.cyut.edu.tw/'],['cyut.edu.tw']
"Taiwan, Province of China",Da-Yeh University,,TW,['http://www.dyu.edu.tw/'],['dyu.edu.tw']
"Taiwan, Province of China",National Cheng Kung University,,TW,['http://english.web.ncku.edu.tw/'],['english.web.ncku.edu.tw']
"Taiwan, Province of China",Feng Chia University,,TW,['http://www.fcu.edu.tw/'],['fcu.edu.tw']
"Taiwan, Province of China",Fu Jen Catholic University,,TW,['http://www.fju.edu.tw/'],['fju.edu.tw']
"Taiwan, Province of China",Hsuan Chuang University,,TW,['http://www.hcu.edu.tw/'],['hcu.edu.tw']
"Taiwan, Province of China",Huafan University,,TW,['http://www.hfu.edu.tw/'],['hfu.edu.tw']
"Taiwan, Province of China",I-Shou University,,TW,['http://www.isu.edu.tw/'],['isu.edu.tw']
"Taiwan, Province of China",Kaohsiung Medical College,,TW,['http://www.kmc.edu.tw/'],['kmc.edu.tw']
"Taiwan, Province of China",Kung Shan Institute of Technology,,TW,['http://www.ksit.edu.tw/'],['ksit.edu.tw']
"Taiwan, Province of China",Kun Shan University,,TW,['http://www.ksu.edu.tw/'],['ksu.edu.tw']
"Taiwan, Province of China",LungHwa University of Science and Technology,,TW,['http://www.lhu.edu.tw/'],['lhu.edu.tw']
"Taiwan, Province of China",Ling Tung University,,TW,['http://www.ltc.edu.tw/'],['ltc.edu.tw']
"Taiwan, Province of China",Ming Chuan University,,TW,['http://www.mcu.edu.tw/'],['mcu.edu.tw']
"Taiwan, Province of China",National Chengchi University,,TW,['http://www.nccu.edu.tw/'],['nccu.edu.tw']
"Taiwan, Province of China","National Chung Hsing University, Taichung",,TW,['http://www.nchu.edu.tw/'],['nchu.edu.tw']
"Taiwan, Province of China","National Chung Hsing University, Taipei",,TW,['http://www.nchulc.edu.tw/'],['nchulc.edu.tw']
"Taiwan, Province of China",National Chi Nan University,,TW,['http://www.ncnu.edu.tw/'],['ncnu.edu.tw']
"Taiwan, Province of China",National College of Physical Education and Sports,,TW,['http://www.ncpes.edu.tw/'],['ncpes.edu.tw']
"Taiwan, Province of China",National Central University,,TW,['http://www.ncu.edu.tw/'],['ncu.edu.tw']
"Taiwan, Province of China",National Changhua University of Education,,TW,['http://www.ncue.edu.tw/'],['ncue.edu.tw']
"Taiwan, Province of China",National Chiayi University,,TW,['http://www.ncyu.edu.tw/'],['ncyu.edu.tw']
"Taiwan, Province of China",National Dong Hwa University,,TW,['http://www.ndhu.edu.tw/'],['ndhu.edu.tw']
"Taiwan, Province of China",National Formosa University,,TW,['http://www.nfu.edu.tw/'],['nfu.edu.tw']
"Taiwan, Province of China",National Hsin-Chu Teachers College,,TW,['http://www.nhctc.edu.tw/'],['nhctc.edu.tw']
"Taiwan, Province of China",National Hualien Teachers College,,TW,['http://www.nhltc.edu.tw/'],['nhltc.edu.tw']
"Taiwan, Province of China",Nanhua University,,TW,['http://www.nhu.edu.tw/'],['nhu.edu.tw']
"Taiwan, Province of China",National Institute of the Arts,,TW,['http://www.nia.edu.tw/'],['nia.edu.tw']
"Taiwan, Province of China",National Ilan University,,TW,['http://www.niu.edu.tw/'],['niu.edu.tw']
"Taiwan, Province of China",National Kaohsiung University of Science and Technology,,TW,['https://www.nkust.edu.tw/'],['nkust.edu.tw']
"Taiwan, Province of China",National Kaohsiung Normal University,,TW,['http://www.nknu.edu.tw/'],['nknu.edu.tw']
"Taiwan, Province of China",National Open University,,TW,['http://www.nou.edu.tw/'],['nou.edu.tw']
"Taiwan, Province of China",National Pingtung Teachers College,,TW,['http://www.npttc.edu.tw/'],['npttc.edu.tw']
"Taiwan, Province of China",National Pingtung University of Science and Technology,,TW,['http://www.npust.edu.tw/'],['npust.edu.tw']
"Taiwan, Province of China",National Sun Yat-Sen University,,TW,['http://www.nsysu.edu.tw/'],['nsysu.edu.tw']
"Taiwan, Province of China",National Taiwan College of the Arts,,TW,['http://www.ntca.edu.tw/'],['ntca.edu.tw']
"Taiwan, Province of China",National Taipei College of Nursing,,TW,['http://www.ntcn.edu.tw/'],['ntcn.edu.tw']
"Taiwan, Province of China",National Taiwan College of Physical Education and Sports,,TW,['http://www.ntcpe.edu.tw/'],['ntcpe.edu.tw']
"Taiwan, Province of China",National Taichung Teachers College,,TW,['http://www.ntctc.edu.tw/'],['ntctc.edu.tw']
"Taiwan, Province of China",National Tsinghua University,,TW,['http://www.nthu.edu.tw/'],['nthu.edu.tw']
"Taiwan, Province of China",National Tainan Teachers College,,TW,['http://www.ntntc.edu.tw/'],['ntntc.edu.tw']
"Taiwan, Province of China",National Taiwan Normal University,,TW,['http://www.ntnu.edu.tw/'],['ntnu.edu.tw']
"Taiwan, Province of China",National Taiwan Ocean University,,TW,['http://www.ntou.edu.tw/'],['ntou.edu.tw']
"Taiwan, Province of China",National Taipei Teachers College,,TW,['http://www.ntptc.edu.tw/'],['ntptc.edu.tw']
"Taiwan, Province of China",National Taipei University,,TW,['http://www.ntpu.edu.tw/'],['ntpu.edu.tw']
"Taiwan, Province of China",National Taitung Teachers College,,TW,['http://www.ntttc.edu.tw/'],['ntttc.edu.tw']
"Taiwan, Province of China",National Taiwan University,,TW,['http://www.ntu.edu.tw/'],['ntu.edu.tw']
"Taiwan, Province of China",National Taiwan University of Science and Technology,,TW,['http://www.ntust.edu.tw/'],"['ntust.edu.tw', 'gapps.ntust.edu.tw']"
"Taiwan, Province of China",National Taipei University of Technology,,TW,['http://www.ntut.edu.tw/'],['ntut.edu.tw']
"Taiwan, Province of China",National University of Kaohsiung,,TW,['http://www.nuk.edu.tw/'],['nuk.edu.tw']
"Taiwan, Province of China",National United University,,TW,['http://www.nuu.edu.tw/'],['nuu.edu.tw']
"Taiwan, Province of China",Kaohsuing Open University,,TW,['http://www.ouk.edu.tw/'],['ouk.edu.tw']
"Taiwan, Province of China",Chinese Culture University,,TW,['http://www.pccu.edu.tw/'],['pccu.edu.tw']
"Taiwan, Province of China",Providence University,,TW,['http://www.pu.edu.tw/'],['pu.edu.tw']
"Taiwan, Province of China",Shih Chien University,,TW,['http://www.scc.edu.tw/'],['scc.edu.tw']
"Taiwan, Province of China",Soochow University,,TW,['http://www.scu.edu.tw/'],['scu.edu.tw']
"Taiwan, Province of China",Shih Hsin University,,TW,['http://www.shu.edu.tw/'],['shu.edu.tw']
"Taiwan, Province of China",St. John's & St. Mary's Institute of Technology,,TW,['http://www.sjsmit.edu.tw/'],['sjsmit.edu.tw']
"Taiwan, Province of China",Southern Taiwan University of Technology,,TW,['http://www.stut.edu.tw/'],['stut.edu.tw']
"Taiwan, Province of China",Tzu Chi College of Medicine and Humanities,,TW,['http://www.tcu.edu.tw/'],['tcu.edu.tw']
"Taiwan, Province of China",TaiChung Healthcare and Management University,,TW,['http://www.thmu.edu.tw/'],['thmu.edu.tw']
"Taiwan, Province of China",Tunghai University,,TW,['http://www.thu.edu.tw/'],['thu.edu.tw']
"Taiwan, Province of China",Tamkang University,,TW,['http://www.tku.edu.tw/'],['tku.edu.tw']
"Taiwan, Province of China",Taipei Medical College,,TW,['http://www.tmc.edu.tw/'],['tmc.edu.tw']
"Taiwan, Province of China",Taipei Municipal Teachers College,,TW,['http://www.tmtc.edu.tw/'],['tmtc.edu.tw']
"Taiwan, Province of China",Tainan National College of the Arts,,TW,['http://www.tnca.edu.tw/'],['tnca.edu.tw']
"Taiwan, Province of China",Taipei Physical Education College,,TW,['http://www.tpec.edu.tw/'],['tpec.edu.tw']
"Taiwan, Province of China",Tatung Institute of Technology,,TW,['http://www.ttit.edu.tw/'],['ttit.edu.tw']
"Taiwan, Province of China",TaTung University,,TW,['http://www.ttu.edu.tw/'],['ttu.edu.tw']
"Taiwan, Province of China",National Yang Ming Chiao Tung University,,TW,['https://www.nycu.edu.tw/'],['nycu.edu.tw']
