adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/3W6ifzDqxINcxsZQypwupTPue8m.jpg,"[10749, 18, 35]",323260,cn,鴨王,"Fung looks like a super-heartthrob and was born with a special endowment, making him the high school idol. He was expelled from school when he was caught fighting on campus. When his mom, the sole provider of his family with her poultry business, had to stop working due to her back problems, Fung decides to support his family financially. And from that moment, his life takes on a tumultuous change…",160.832,/v0YIyJc5EtAGciCZsvqsW2QPRAr.jpg,2015-01-29,The Gigolo,False,5.1,31
False,/cRdA9xjHBbobw4LJFsQ3j1CgpVq.jpg,"[27, 53]",663712,en,Terrifier 2,"A year after the Miles County massacre, Art the Clown is resurrected by a sinister entity. Art returns home, where he must hunt down and destroy teenage Sienna and her younger brother Jonathan on Halloween. As the body count rises, the siblings fight to stay alive while uncovering the true nature of Art's evil intent.",160.014,/qEAlwXbYk6IHA4ztoS2XFFaa7Xo.jpg,2022-10-06,Terrifier 2,False,6.8,2085
False,/3HaqAPZ0C8n6Hd5T86U53yJlBAN.jpg,"[18, 10751]",1232449,nl,Young Hearts,"Fourteen-year-old Elias increasingly feels like an outsider in his village. When he meets his new neighbour of the same age, Alexander, Elias is confronted with his burgeoning sexuality.",159.158,/9GPdFI9H5dt2OGYAzQdyzWGZVPN.jpg,2024-10-26,Young Hearts,False,8.3,3
False,/jUYn9ytvxrquviR36OD6n2EqBgW.jpg,"[35, 18]",1203236,en,Nutcrackers,"Just as Mike is on the heels of closing the biggest deal of his career, he's pulled away from his bachelor life in the big city to a farm in rural Ohio in order to help his recently orphaned nephews find a new home.",158.725,/yqKKhbaofSHfqHGNYHz9yqSPvYR.jpg,2024-09-05,Nutcrackers,False,5.6,35
False,/8rpDcsfLJypbO6vREc0547VKqEv.jpg,"[878, 12, 28]",76600,en,Avatar: The Way of Water,"Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.",158.477,/t6HIqrRAclMCA60NsSmeqe9RmNV.jpg,2022-12-14,Avatar: The Way of Water,False,7.621,11946
False,/z7eV3zAAfQ4XVyKd61ymywZaSB3.jpg,"[27, 53, 18]",1288998,es,1978,"During the World Cup final between Argentina and Holland, in times of military dictatorship, a group of torturers kidnap a group of young people. What begins as an inhumane interrogation turns into hell: the wrong group has been kidnapped.",158.366,/zn7oyy7KTlC01XD3pUn82V9Od0P.jpg,2024-10-16,1978,False,7.2,4
False,/xZ2we4gdiwQmg6D1w9qHlAm5yIf.jpg,"[35, 12, 14, 16, 10751]",10192,en,Shrek Forever After,"A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again, but when he's duped and sent to a twisted version of Far Far Away—where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never met—he sets out to restore his world and reclaim his true love.",156.643,/6HrfPZtKcGmX2tUWW3cnciZTaSD.jpg,2010-05-16,Shrek Forever After,False,6.379,7332
False,/zLj0peaxy5y2SlC6wNIQ4V0pfqg.jpg,"[16, 10751, 35, 14]",1139829,en,Orion and the Dark,"A boy with an active imagination faces his fears on an unforgettable journey through the night with his new friend: a giant, smiling creature named Dark.",156.275,/k6iHs4daxm0RQqFQsE8oE5wWJjj.jpg,2024-02-01,Orion and the Dark,False,6.6,497
False,/sKpHZZ56mTjbDBvsegkNEB4nb8l.jpg,[35],1391524,es,¡Hasta la Madre de la Navidad!,"Newlyweds Lidia and Manuel face their biggest challenge yet when they bring their wildly different families together for Christmas. As clashing personalities spark both hilarity and tension, their relationship hangs in the balance amidst the holiday chaos.",155.593,/cTQIU3kJBPI5BG5WGVnUuU5yAnB.jpg,2024-11-29,Christmas Is Cancelled,False,7.0,12
False,/wh1IhMWkW7u5c5bkzSGFylF9G8r.jpg,"[28, 80, 53]",1215162,en,Kill 'em All 2,"Phillip and Suzanne are retired from the spy game, living peacefully off the grid. That's until their whereabouts are discovered by Vlad, the vengeful brother of their target from the first film.",154.164,/hgA5hN3NjNNSTXYOmAI6KNKOzbp.jpg,2024-09-24,Kill 'em All 2,False,6.7,123
False,/tC78Pck2YCsUAtEdZwuHYUFYtOj.jpg,"[28, 53, 80]",926393,en,The Equalizer 3,"Robert McCall finds himself at home in Southern Italy but he discovers his friends are under the control of local crime bosses. As events turn deadly, McCall knows what he has to do: become his friends' protector by taking on the mafia.",153.722,/b0Ej6fnXAP8fK75hlyi2jKqdhHz.jpg,2023-08-30,The Equalizer 3,False,7.331,2977
False,/rVqNV52GBNCNjh0RUktoLFP1l1L.jpg,"[27, 53]",1141182,en,Die Alone,"Lost in a world reclaimed by nature and overrun by mysterious creatures, Ethan, a young man with amnesia navigates the dangerous landscape in search of his lost love Emma.  His journey takes an unexpected turn when he encounters Mae, a hardened and eccentric survivor.  Together, Ethan and Mae face threats both human and otherwise before a fateful encounter with Kai unravels a secret that lies just beyond Ethan's fractured memory.",152.858,/jg5WvZPpGpnTrwKbLAihf33OVSL.jpg,2024-09-27,Die Alone,False,5.9,24
False,/hdFIdXwS8FSN2wIsuotjW1mshI0.jpg,"[16, 35, 12, 10751]",831815,en,Saving Bikini Bottom: The Sandy Cheeks Movie,"When Bikini Bottom is scooped from the ocean, scientific squirrel Sandy Cheeks and her pal SpongeBob SquarePants saddle up for Texas to save their town.",152.635,/30YnfZdMNIV7noWLdvmcJS0cbnQ.jpg,2024-10-18,Saving Bikini Bottom: The Sandy Cheeks Movie,False,6.3,43
False,/jr8tSoJGj33XLgFBy6lmZhpGQNu.jpg,"[16, 12, 14, 35, 10751]",315162,en,Puss in Boots: The Last Wish,"Puss in Boots discovers that his passion for adventure has taken its toll: He has burned through eight of his nine lives, leaving him with only one life left. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives.",150.511,/kuf6dutpsT0vSVehic3EZIqkOBt.jpg,2022-12-07,Puss in Boots: The Last Wish,False,8.221,7799
False,/tupgjqhWx5oieQrdyesO3aclUX9.jpg,"[18, 10749]",597,en,Titanic,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",150.192,/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg,1997-11-18,Titanic,False,7.906,25352
False,/ctMserH8g2SeOAnCw5gFjdQF8mo.jpg,"[35, 12]",346698,en,Barbie,"Barbie and Ken are having the time of their lives in the colorful and seemingly perfect world of Barbie Land. However, when they get a chance to go to the real world, they soon discover the joys and perils of living among humans.",150.143,/iuFNMS8U5cb6xfzi51Dbkovj7vM.jpg,2023-07-19,Barbie,False,7.003,9195
False,/ae1T4QPY8SoqBqag6s4tHcN1Aca.jpg,"[16, 10751, 35]",11544,en,Lilo & Stitch,"As Stitch, a runaway genetic experiment from a faraway planet, wreaks havoc on the Hawaiian Islands, he becomes the mischievous adopted alien ""puppy"" of an independent little girl named Lilo and learns about loyalty, friendship, and ʻohana, the Hawaiian tradition of family.",149.225,/m13Vbzv7R2GMAl3GXFrkmMEgCFQ.jpg,2002-06-21,Lilo & Stitch,False,7.5,6200
False,/g1z1ZvYKcmk9EnVOTYXR6vkNjkZ.jpg,"[14, 27, 28]",1087822,en,Hellboy: The Crooked Man,"Hellboy and a rookie BPRD agent get stranded in 1950s rural Appalachia. There, they discover a small community haunted by witches, led by a local devil with a troubling connection to Hellboy's past: the Crooked Man.",149.148,/iz2GabtToVB05gLTVSH7ZvFtsMM.jpg,2024-08-29,Hellboy: The Crooked Man,False,5.296,297
False,/tQs7iqsL1szbLZlI99eXVRxDIYB.jpg,[27],1139095,en,Little Bites,"Mindy, a young widow and mother who tries to protect her daughter Alice from a flesh eating monster named Agyar. Mindy has been secretly sacrificing her own life by allowing the creature to feast on her body as she keeps Alice hidden away at her grandmother’s house.",147.83,/11WUy1jqjk2ZMj5UjvfmBAIYDvr.jpg,2024-10-04,Little Bites,False,6.4,25
False,/askg3SMvhqEl4OL52YuvdtY40Yb.jpg,"[10751, 16, 10402, 12]",354912,en,Coco,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",147.479,/gGEsBPAijhVUFoiNpgZXqRVWJt2.jpg,2017-10-27,Coco,False,8.209,19508
False,/z7noaCJ4KtmhwHw7QcNtnMMo4Qy.jpg,"[28, 53, 80]",345887,en,The Equalizer 2,"Robert McCall, who serves an unflinching justice for the exploited and oppressed, embarks on a relentless, globe-trotting quest for vengeance when his former partner is murdered.",147.272,/cQvc9N6JiMVKqol3wcYrGshsIdZ.jpg,2018-07-19,The Equalizer 2,False,6.76,5336
False,/4MCKNAc6AbWjEsM2h9Xc29owo4z.jpg,"[80, 28, 53]",866398,en,The Beekeeper,One man's campaign for vengeance takes on national stakes after he is revealed to be a former operative of a powerful and clandestine organization known as Beekeepers.,147.182,/A7EByudX0eOzlkQ2FIbogzyazm2.jpg,2024-01-08,The Beekeeper,False,7.349,3109
False,/yOm993lsJyPmBodlYjgpPwBjXP9.jpg,"[35, 10751, 14]",787699,en,Wonka,"Willy Wonka – chock-full of ideas and determined to change the world one delectable bite at a time – is proof that the best things in life begin with a dream, and if you’re lucky enough to meet Willy Wonka, anything is possible.",146.409,/qhb1qOilapbapxWQn9jtRCMwXJF.jpg,2023-12-06,Wonka,False,7.1,3532
False,/igtm12Wy9EUlxFeyb4v8bRyuYSY.jpg,"[28, 80, 18, 53]",1337309,th,Bangkok Breaking: ฝ่านรกเมืองเทวดา,"When a dedicated rescue worker inadvertently gets caught up in the kidnapping plot of a mogul's tween daughter, he must save her from the clutches of rival gangs hunting them down with unpredictable dangers around every corner.",145.851,/6VeDn4oIeUK4XwjWGWMb6qvMImQ.jpg,2024-09-26,Bangkok Breaking: Heaven and Hell,False,6.635,48
False,/htmYEfH7TQgzsXHCnNXxmoYKQtL.jpg,"[12, 14]",673,en,Harry Potter and the Prisoner of Azkaban,"Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all.",145.739,/aWxwnYoe8p2d2fcxOqtvAtJ72Rw.jpg,2004-05-31,Harry Potter and the Prisoner of Azkaban,False,8.016,21557
False,/nA0RDmSDqpN5tLun4sCqdPekObD.jpg,"[878, 18]",592831,en,Megalopolis,"Genius artist Cesar Catilina seeks to leap the City of New Rome into a utopian, idealistic future, while his opposition, Mayor Franklyn Cicero, remains committed to a regressive status quo, perpetuating greed, special interests, and partisan warfare. Torn between them is socialite Julia Cicero, the mayor’s daughter, whose love for Cesar has divided her loyalties, forcing her to discover what she truly believes humanity deserves.",145.019,/8Sok3HNA3r1GHnK2lCytHyBz1A.jpg,2024-09-25,Megalopolis,False,5.5,483
False,/AaV1YIdWKnjAIAOe8UUKBFm327v.jpg,"[28, 18]",361743,en,Top Gun: Maverick,"After more than thirty years of service as one of the Navy’s top aviators, and dodging the advancement in rank that would ground him, Pete “Maverick” Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.",144.998,/62HCnUTziyWcpDaBO2i1DX17ljH.jpg,2022-05-21,Top Gun: Maverick,False,8.2,9236
False,/h9YlRHAZWOWtGonllmj6JJg1FrE.jpg,"[28, 12, 16, 10751, 14]",588648,zh,Dragonkeeper,"Set in Han Imperial China, the plot follows the adventures of enslaved girl Ping with ancient dragon Long Danzi. Dragons had been banished from the kingdom. Ping, an orphan, finds one of the last remaining dragon eggs. Palace guards force Ping to run away in order to return the dragon egg to the ocean and save all dragons from extinction. Ping discovers that she is a true Dragonkeeper.",144.75,/ggZGnJLzO3BTu7ysuuIzou3Oex5.jpg,2024-04-11,Dragonkeeper,False,7.6,147
False,/fm6KqXpk3M2HVveHwCrBSSBaO0V.jpg,"[18, 36]",872585,en,Oppenheimer,The story of J. Robert Oppenheimer's role in the development of the atomic bomb during World War II.,144.738,/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg,2023-07-19,Oppenheimer,False,8.1,9340
False,/dn3gbDpXPSwC6saMJOHkCiFA9jn.jpg,"[14, 12, 10751, 35]",974262,en,Descendants: The Rise of Red,"After the Queen of Hearts incites a coup on Auradon, her rebellious daughter Red and Cinderella's perfectionist daughter Chloe join forces and travel back in time to try to undo the traumatic event that set Red's mother down her villainous path.",144.402,/8fYluTtB3b3HKO7KQa5tzrvGaps.jpg,2024-07-11,Descendants: The Rise of Red,False,6.949,369
False,/2AI3pSt5sbAEav6isVDIeCuiZql.jpg,[18],46853,it,Maladolescenza,"Laura and Fabrizio have been meeting every summer in the forest by her parent's summer home. Fabrizio is a solitary boy with only his dog for company; Laura a sweet but unconfident child. This summer new aspects enter into their story as both are growing up. Laura is falling in love with Fabrizio, while he displays a new sexual awareness of her masked by his malice. Things develop further when they meet Sylvia who, unlike the innocent Laura, is confident and assertive. Fabrizio develops a fascination with her, eventually bribing Laura to fetch her to the forest to join them in play.",143.38,/nu5uj47KSF73VPEiIRYdPLJ96j7.jpg,1977-05-17,Playing with Love,False,5.1,76
False,/ut9dRwx2Bm088zVqEg6Nkd3A7kc.jpg,"[10749, 18]",829560,pl,Kolejne 365 dni,Laura and Massimo's relationship hangs in the balance as they try to overcome trust issues while a tenacious Nacho works to push them apart.,141.993,/6FsGeIp7heHm5eh4tIxTzHIRxmt.jpg,2022-08-18,The Next 365 Days,False,6.42,1113
False,/UJje4GZglCtC8ZtYY8T4jj1RHm.jpg,"[18, 10749]",72808,it,La carne,"A beautiful film which is basically about a man, a piano player, who meets and falls in love with a beautiful and voluptuous woman, who, by some strange procedure, leaves the man unable to move but with a permanent priapism! After some time he becomes sick of it and she relieves his paralysis. Eventually she gets bored and decides to leave, but he can't take it because he loves her…",141.842,/quhlqvkeRZN6tZrDSfJ41en6CDs.jpg,1991-05-09,The Flesh,False,5.3,47
False,/xjotE7aFdZ0D8aGriYjFOtDayct.jpg,"[14, 12, 28, 10751, 10749]",102651,en,Maleficent,"A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land. She rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom – and to Maleficent's true happiness as well.",141.379,/bDG3yei6AJlEAK3A5wN7RwFXQ7V.jpg,2014-05-28,Maleficent,False,7.1,13070
False,/jYEW5xZkZk2WTrdbMGAPFuBqbDc.jpg,"[878, 12]",438631,en,Dune,"Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive.",141.081,/d5NXSklXo0qyIYkgV94XAgMIckC.jpg,2021-09-15,Dune,False,7.782,12750
